"","segment","from","to","text"
"1771",1771,01:13:52,01:13:54,"所以這個也是"
"1772",1772,01:13:54,01:13:56,"國民黨要去思考"
"1773",1773,01:13:56,01:13:58,"就是說"
"1774",1774,01:13:58,01:14:00,"這次選舉其實有兩部分"
"1775",1775,01:14:00,01:14:02,"一個總統選舉可是還不要忘掉"
"1776",1776,01:14:02,01:14:04,"還有立委選舉"
"1777",1777,01:14:04,01:14:06,"不要搞到兩邊都輸掉"
"1778",1778,01:14:06,01:14:08,"這個是真的"
"1779",1779,01:14:08,01:14:10,"要思考所以"
"1780",1780,01:14:10,01:14:12,"你講得沒有錯就立委來講他當然希望"
"1781",1781,01:14:12,01:14:14,"越多人來跟他站台越好"
"1782",1782,01:14:14,01:14:18,"好 非常感謝大家今天來參與我們的"
"1783",1783,01:14:18,01:14:20,"財政紀律為你牢牢地守護每一分"
"1784",1784,01:14:20,01:14:22,"血汗錢記者會"
"1785",1785,01:14:22,01:14:24,"那麼也非常的感謝我們兩位貴賓"
"1786",1786,01:14:24,01:14:26,"今天蒞臨現場也給我們很多寶貴的意見"
"1787",1787,01:14:26,01:14:28,"最後我們是不是請大家"
"1788",1788,01:14:28,01:14:30,"我們一步到台前"
"1789",1789,01:14:30,01:14:32,"我們來台下這邊進行一個大合照"
"1790",1790,01:14:32,01:14:34,"感謝大家的參與"
"1791",1791,01:14:34,01:14:36,"那我們平面的媒體朋友們"
"1792",1792,01:14:36,01:14:38,"我們是不是先來這邊"
"1793",1793,01:14:38,01:14:40,"那個"
"1794",1794,01:14:40,01:14:42,"要在台子上"
"1795",1795,01:14:42,01:14:44,"台子上是不是"
"1796",1796,01:14:44,01:14:46,"好"
"1797",1797,01:14:46,01:14:48,"鄧教授我們是不是站在主席旁邊"
"1798",1798,01:14:48,01:14:50,"還有我們的羅教授"
"1799",1799,01:14:50,01:14:54,"好"
"1800",1800,01:14:54,01:14:56,"拍得到嗎"
"1801",1801,01:14:56,01:15:00,"好那我們先讓平面的"
"1802",1802,01:15:00,01:15:02,"媒體朋友們拍攝一下"
"1803",1803,01:15:02,01:15:04,"我們先看一下台前方"
"1804",1804,01:15:04,01:15:06,"的鏡頭平面的媒體"
"1805",1805,01:15:06,01:15:08,"鏡頭"
"1806",1806,01:15:08,01:15:10,"好"
"1807",1807,01:15:10,01:15:12,"那我們今天也準備了"
"1808",1808,01:15:12,01:15:14,"一個這個非常用心製作的"
"1809",1809,01:15:14,01:15:16,"易拉展大家可以看到我們的設計師"
"1810",1810,01:15:16,01:15:18,"為大家守住每一分血汗錢"
"1811",1811,01:15:18,01:15:20,"我們比個讚好不好"
"1812",1812,01:15:20,01:15:22,"好謝謝"
"1813",1813,01:15:22,01:15:26,"好那平面媒體朋友"
"1814",1814,01:15:26,01:15:28,"還有哪邊沒有捕捉到嗎有哪邊需要"
"1815",1815,01:15:28,01:15:30,"再補充的鏡頭嗎"
"1816",1816,01:15:30,01:15:32,"好那我們就看一下後方的"
"1817",1817,01:15:32,01:15:34,"攝影大哥"
"1818",1818,01:15:34,01:15:36,"我們先看一下正後方"
"1819",1819,01:15:36,01:15:38,"好守護財政"
"1820",1820,01:15:38,01:15:40,"紀律是非常重要的事情畢竟"
"1821",1821,01:15:40,01:15:42,"人民辛苦的勞動所得不能"
"1822",1822,01:15:42,01:15:44,"被白白浪費了我們再來看一下"
"1823",1823,01:15:44,01:15:46,"右方的攝影"
"1824",1824,01:15:46,01:15:48,"鏡頭"
"1825",1825,01:15:48,01:15:50,"好好最後看一下"
"1826",1826,01:15:50,01:15:52,"左方"
"1827",1827,01:15:52,01:15:54,"好非常感謝大家也感謝"
"1828",1828,01:15:54,01:15:56,"兩位教授今天蒞臨現場"
"1829",1829,01:15:56,01:15:58,"謝謝我們的柯文哲總統參選"
"1830",1830,01:15:58,01:16:00,"人今天詳細的解說"
"1831",1831,01:16:00,01:16:02,"針對很多複雜的財政"
"1832",1832,01:16:02,01:16:04,"議題今天也提出了解方"
"1833",1833,01:16:04,01:16:06,"那麼之後我們會陸陸續續"
"1834",1834,01:16:06,01:16:08,"針對未來2024"
"1835",1835,01:16:08,01:16:10,"的國家大政方針來"
"1836",1836,01:16:10,01:16:12,"提出我們的政策方向再次"
"1837",1837,01:16:12,01:16:14,"感謝所有的媒體朋友們還有"
"1838",1838,01:16:14,01:16:16,"正在收看線上直播的朋友們"
"1839",1839,01:16:16,01:16:18,"今天跟我們一起加入記者會"
"1840",1840,01:16:18,01:16:20,"我們下次再見囉"
"1841",1841,01:16:20,01:16:22,"謝謝大家"
"1842",1842,01:16:22,01:16:24,"謝謝大家"
"1843",1843,01:16:24,01:16:26,"謝謝大家"
"1844",1844,01:16:26,01:16:28,"謝謝收看!"
"1845",1845,01:16:28,01:16:30,"謝謝收看!"
